QUESTION,STATION,TRANSECT,ROCK,HARVEST,LENGTH_M,TYPE,X,Y,LABEL
2,LCN4,2,NA,Y,35.53695236,TRAN_END,298810.5548,3236613.733,LCN4-2
2,LCN4,3,NA,Y,32.8594218,TRAN_ST,298830.4375,3236630.972,LCN4-3
2,LCN4,3,NA,Y,32.8594218,TRAN_END,298830.4375,3236663.832,LCN4-3
2,LTI13,1,NA,N,10.58456286,TRAN_ST,298378.4375,3238604.961,LTI13-1
2,LTI13,1,NA,N,10.58456286,TRAN_END,298378.4375,3238615.545,LTI13-1
2,LTI14,1,NA,N,27.02288374,TRAN_ST,298422.4375,3238423.936,LTI14-1
2,LTI14,1,NA,N,27.02288374,TRAN_END,298422.4375,3238450.959,LTI14-1
2,LTI3,3,NA,N,25.91777675,TRAN_ST,298320.4375,3238397.766,LTI3-3
2,LTI3,3,NA,N,25.91777675,TRAN_END,298320.4375,3238423.684,LTI3-3
2,LTI5,3,NA,N,22.39327367,TRAN_ST,298213.9722,3238551.733,LTI5-3
2,LTI5,3,NA,N,22.39327367,TRAN_END,298236.3655,3238551.733,LTI5-3
2,NNI1,2,NA,N,14.8886279,TRAN_ST,298499.0071,3237199.733,NNI1-2
2,NNI1,2,NA,N,14.8886279,TRAN_END,298513.8957,3237199.733,NNI1-2
2,NNI6,2,NA,N,29.29765418,TRAN_ST,298524.4375,3237730.669,NNI6-2
2,NNI6,2,NA,N,29.29765418,TRAN_END,298524.4375,3237759.966,NNI6-2
2,NNI7,1,NA,N,26.90790654,TRAN_ST,298572.6343,3237131.733,NNI7-1
2,NNI7,1,NA,N,26.90790654,TRAN_END,298599.5422,3237131.733,NNI7-1
2,LCO7,1,ROCK,N,27.16954807,TRAN_ST,294623.3532,3238942.068,LCO7-1
2,LCO7,2,ROCK,N,27.16954807,TRAN_ST,294623.3532,3238942.068,LCO7-2
2,LCO7,3,ROCK,N,27.16954807,TRAN_ST,294623.3532,3238942.068,LCO7-3
2,LCO7,4,ROCK,N,27.16954807,TRAN_ST,294623.3532,3238942.068,LCO7-4
2,LCO7,5,ROCK,N,27.16954807,TRAN_ST,294623.3532,3238942.068,LCO7-5
2,LCO9B,16,ROCK,N,27.14526556,TRAN_ST,294850.71,3238732.749,LCO9B-16
2,LCO9B,17,ROCK,N,27.14526556,TRAN_ST,294850.71,3238732.749,LCO9B-17
2,LCO9B,18,ROCK,N,27.14526556,TRAN_ST,294850.71,3238732.749,LCO9B-18
2,LCO10A,6,ROCK,N,27.1697573,TRAN_ST,295003.6349,3238603.097,LCO10A-6
2,LCO10A,7,ROCK,N,27.1697573,TRAN_ST,295003.6349,3238603.097,LCO10A-7
2,LCO10A,15,ROCK,N,27.15659402,TRAN_ST,295084.284,3238533.752,LCO10A-15
2,LCO10A,16,ROCK,N,27.15659402,TRAN_ST,295084.284,3238533.752,LCO10A-16
2,LCO10B,1,ROCK,N,27.16943917,TRAN_ST,295182.8381,3238402.868,LCO10B-1
2,LCO10B,2,ROCK,N,27.16943917,TRAN_ST,295182.8381,3238402.868,LCO10B-2
2,LCO10B,3,ROCK,N,27.16943917,TRAN_ST,295182.8381,3238402.868,LCO10B-3
2,LCO11B,4,ROCK,N,27.1971175,TRAN_ST,295260.5625,3238257.354,LCO11B-4
2,LCO11B,5,ROCK,N,27.1971175,TRAN_ST,295260.5625,3238257.354,LCO11B-5
2,LCO11B,6,ROCK,N,27.1971175,TRAN_ST,295260.5625,3238257.354,LCO11B-6
2,LCO11B,7,ROCK,N,27.1971175,TRAN_ST,295260.5625,3238257.354,LCO11B-7
2,LCO11B,8,ROCK,N,27.14020662,TRAN_ST,295296.1375,3238216.676,LCO11B-8
2,LCO11B,9,ROCK,N,27.14020662,TRAN_ST,295296.1375,3238216.676,LCO11B-9
2,LCO11B,10,ROCK,N,27.14020662,TRAN_ST,295296.1375,3238216.676,LCO11B-10
2,LCO11B,11,ROCK,N,27.14020662,TRAN_ST,295296.1375,3238216.676,LCO11B-11
2,LCO12,11,ROCK,N,27.16818059,TRAN_ST,295364.6028,3238133.302,LCO12-11
2,LCO12,12,ROCK,N,27.16818059,TRAN_ST,295364.6028,3238133.302,LCO12-12
2,LCO12,13,ROCK,N,27.16818059,TRAN_ST,295364.6028,3238133.302,LCO12-13
2,LCO12,14,ROCK,N,27.16818059,TRAN_ST,295364.6028,3238133.302,LCO12-14
2,LCO12,15,ROCK,N,27.16818059,TRAN_ST,295364.6028,3238133.302,LCO12-15
2,LCO12,16,ROCK,N,27.1696579,TRAN_ST,295401.1475,3238093.089,LCO12-16
2,LCO13,4,ROCK,N,22.43562351,TRAN_ST,295529.2706,3237933.114,LCO13-4
2,LCO13,5,ROCK,N,22.43562351,TRAN_ST,295529.2706,3237933.114,LCO13-5
2,LCO13,6,ROCK,N,22.43562351,TRAN_ST,295529.2706,3237933.114,LCO13-6
2,LCO13,7,ROCK,N,22.43636062,TRAN_ST,295542.8083,3237915.223,LCO13-7
2,LCO13,8,ROCK,N,22.43636062,TRAN_ST,295542.8083,3237915.223,LCO13-8
2,LCO15,1,ROCK,N,22.43617533,TRAN_ST,295729.5928,3237751.31,LCO15-1
2,LCO15,3,ROCK,N,22.43617533,TRAN_ST,295729.5928,3237751.31,LCO15-3
2,LCO15,4,ROCK,N,22.43617533,TRAN_ST,295729.5928,3237751.31,LCO15-4
2,LCO15,5,ROCK,N,22.43617533,TRAN_ST,295729.5928,3237751.31,LCO15-5
2,LCO15,9,ROCK,N,22.43542619,TRAN_ST,295744.4546,3237734.502,LCO15-9
2,LCO15,10,ROCK,N,22.43542619,TRAN_ST,295744.4546,3237734.502,LCO15-10
2,LCO15,11,ROCK,N,22.43542619,TRAN_ST,295744.4546,3237734.502,LCO15-11
2,LCO15,12,ROCK,N,22.43542619,TRAN_ST,295774.1782,3237700.887,LCO15-12
2,LCO15,13,ROCK,N,22.43542619,TRAN_ST,295774.1782,3237700.887,LCO15-13
2,LCO15,14,ROCK,N,22.43542619,TRAN_ST,295774.1782,3237700.887,LCO15-14
2,LCO16,8,ROCK,N,22.57353529,TRAN_ST,295915.2166,3237518.941,LCO16-8
2,LCO16,9,ROCK,N,22.57353529,TRAN_ST,295915.2166,3237518.941,LCO16-9
2,LCO16,10,ROCK,N,22.57353529,TRAN_ST,295915.2166,3237518.941,LCO16-10
2,LCO16,11,ROCK,N,22.57353529,TRAN_ST,295915.2166,3237518.941,LCO16-11
2,LCO17,6,ROCK,Y,21.97232861,TRAN_ST,295945.2306,3237037.185,LCO17-6
2,LCO17,7,ROCK,Y,21.97232861,TRAN_ST,295945.2306,3237037.185,LCO17-7
2,LCO17,8,ROCK,Y,21.97232861,TRAN_ST,295945.2306,3237037.185,LCO17-8
2,LCO17,9,ROCK,Y,21.97232861,TRAN_ST,295945.2306,3237037.185,LCO17-9
2,LCO17,10,ROCK,Y,21.97232861,TRAN_ST,295945.2306,3237037.185,LCO17-10
2,LCO17,11,ROCK,Y,21.97135389,TRAN_ST,295969.7744,3236930.102,LCO17-11
2,LCO17,12,ROCK,Y,21.97135389,TRAN_ST,295969.7744,3236930.102,LCO17-12
2,LCO19,9,ROCK,Y,21.97143205,TRAN_ST,296219.0078,3236492.738,LCO19-9
2,LCO19,10,ROCK,Y,21.97143205,TRAN_ST,296219.0078,3236492.738,LCO19-10
2,LCO19,11,ROCK,Y,21.97235759,TRAN_ST,296229.541,3236473.456,LCO19-11
2,LCO19,12,ROCK,Y,21.97235759,TRAN_ST,296229.541,3236473.456,LCO19-12
2,LCO19,13,ROCK,Y,21.97143205,TRAN_ST,296261.1408,3236415.608,LCO19-13
2,LCO19,7,ROCK,Y,21.97143205,TRAN_ST,296261.1408,3236415.608,LCO19-7
2,LCO19,8,ROCK,Y,21.97143205,TRAN_ST,296261.1408,3236415.608,LCO19-8
2,LCO19,14,ROCK,Y,21.97143205,TRAN_ST,296261.1408,3236415.608,LCO19-14
2,LCO19,15,ROCK,Y,21.97147999,TRAN_ST,296271.674,3236396.326,LCO19-15
2,LCO19,16,ROCK,Y,21.97147999,TRAN_ST,296271.674,3236396.326,LCO19-16
2,LCO19,17,ROCK,Y,21.96999024,TRAN_ST,296282.2073,3236377.044,LCO19-17
2,LCO19,18,ROCK,Y,21.96999024,TRAN_ST,296282.2073,3236377.044,LCO19-18
2,LCO19,19,ROCK,Y,21.96999024,TRAN_ST,296282.2073,3236377.044,LCO19-19
2,LCO19,20,ROCK,Y,21.96999024,TRAN_ST,296282.2073,3236377.044,LCO19-20
2,LCO20,1,ROCK,Y,21.97222998,TRAN_ST,296367.2522,3236041.423,LCO20-1
2,LCO20,9,ROCK,Y,21.97222998,TRAN_ST,296367.2522,3236041.423,LCO20-9
2,LCO20,10,ROCK,Y,21.97134879,TRAN_ST,296377.6393,3236022.061,LCO20-10
2,LCO20,11,ROCK,Y,21.97134879,TRAN_ST,296377.6393,3236022.061,LCO20-11
2,LCO20,12,ROCK,Y,21.97134879,TRAN_ST,296377.6393,3236022.061,LCO20-12
2,LCO20,13,ROCK,Y,21.97222998,TRAN_ST,296398.4135,3235983.338,LCO20-13
2,LCO20,14,ROCK,Y,21.97222998,TRAN_ST,296398.4135,3235983.338,LCO20-14
2,LCO20,15,ROCK,Y,21.97134878,TRAN_ST,296408.8006,3235963.976,LCO20-15
2,LCO20,16,ROCK,Y,21.97134878,TRAN_ST,296429.5748,3235925.253,LCO20-16
2,LCO20,17,ROCK,Y,21.97134878,TRAN_ST,296429.5748,3235925.253,LCO20-17
2,LCO20,5,ROCK,Y,21.97222998,TRAN_ST,296439.9619,3235905.892,LCO20-5
2,LCO20,6,ROCK,Y,21.97222998,TRAN_ST,296439.9619,3235905.892,LCO20-6
2,LCO20,7,ROCK,Y,21.97222998,TRAN_ST,296439.9619,3235905.892,LCO20-7
2,LCO20,8,ROCK,Y,21.97222998,TRAN_ST,296439.9619,3235905.892,LCO20-8
2,LCO20,18,ROCK,Y,21.96999109,TRAN_ST,296460.736,3235867.169,LCO20-18
2,LCO20,19,ROCK,Y,21.96999109,TRAN_ST,296460.736,3235867.169,LCO20-19
2,LCO20,20,ROCK,Y,21.96999109,TRAN_ST,296460.736,3235867.169,LCO20-20
2,LCO20,21,ROCK,Y,21.96999109,TRAN_ST,296460.736,3235867.169,LCO20-21
2,LCO21,7,ROCK,Y,21.97216348,TRAN_ST,296496.7439,3235764.889,LCO21-7
2,LCO21,16,ROCK,Y,21.97216348,TRAN_ST,296496.7439,3235764.889,LCO21-16
2,LCO21,17,ROCK,Y,21.97216348,TRAN_ST,296496.7439,3235764.889,LCO21-17
2,LCO21,18,ROCK,Y,21.97216348,TRAN_ST,296496.7439,3235764.889,LCO21-18
2,LCO21,19,ROCK,Y,21.97216348,TRAN_ST,296496.7439,3235764.889,LCO21-19
2,LCO21,1,ROCK,Y,21.97126644,TRAN_ST,296516.1647,3235725.469,LCO21-1
2,LCO21,2,ROCK,Y,21.97126644,TRAN_ST,296516.1647,3235725.469,LCO21-2
2,LCO21,20,ROCK,Y,21.97126644,TRAN_ST,296516.1647,3235725.469,LCO21-20
2,LCO21,3,ROCK,Y,21.97126644,TRAN_ST,296516.1647,3235725.469,LCO21-3
2,LCO21,21,ROCK,Y,21.97126644,TRAN_ST,296516.1647,3235725.469,LCO21-21
2,LCO21,22,ROCK,Y,21.97216348,TRAN_ST,296525.8751,3235705.76,LCO21-22
2,LCO21,23,ROCK,Y,21.97216348,TRAN_ST,296525.8751,3235705.76,LCO21-23
2,LCO21,24,ROCK,Y,21.97216348,TRAN_ST,296525.8751,3235705.76,LCO21-24
2,LCO21,25,ROCK,Y,21.97216348,TRAN_ST,296525.8751,3235705.76,LCO21-25
2,LCO21,26,ROCK,Y,21.97126644,TRAN_ST,296535.5855,3235686.05,LCO21-26
2,LCO21,27,ROCK,Y,21.97126644,TRAN_ST,296535.5855,3235686.05,LCO21-27
2,LCO21,28,ROCK,Y,21.97126644,TRAN_ST,296535.5855,3235686.05,LCO21-28
2,LCO21,29,ROCK,Y,21.97126644,TRAN_ST,296535.5855,3235686.05,LCO21-29
2,LCO21,30,ROCK,Y,21.97126644,TRAN_ST,296535.5855,3235686.05,LCO21-30
2,LCO21,31,ROCK,Y,21.97216348,TRAN_ST,296545.2959,3235666.341,LCO21-31
2,LCO21,32,ROCK,Y,21.97216348,TRAN_ST,296545.2959,3235666.341,LCO21-32
2,LCO21,4,ROCK,Y,21.97216348,TRAN_ST,296574.4271,3235607.212,LCO21-4
2,LCO21,33,ROCK,Y,21.97216348,TRAN_ST,296574.4271,3235607.212,LCO21-33
2,LCO21,34,ROCK,Y,21.97216348,TRAN_ST,296574.4271,3235607.212,LCO21-34
2,LCO21,5,ROCK,Y,21.97216348,TRAN_ST,296574.4271,3235607.212,LCO21-5
2,LCO21,6,ROCK,Y,21.97216348,TRAN_ST,296574.4271,3235607.212,LCO21-6
2,LCO21,35,ROCK,Y,21.96993071,TRAN_ST,296584.1375,3235587.502,LCO21-35
2,LCO21,36,ROCK,Y,21.96993071,TRAN_ST,296584.1375,3235587.502,LCO21-36
2,LCO22,1,ROCK,Y,21.96999406,TRAN_ST,296734.6777,3235340.538,LCO22-1
